"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1752","test deep sleep formel selection reflects correctly","chromium","Wed May 28 11:59:23 GMT 2025","failed","Wed May 28 11:59:25 GMT 2025","","verify_deep_sleep_formel_selection_in_boxspring_configurator.spec.ts","",""
